주차장관리번호	주차장명	주차장구분	주차장유형	소재지지번주소	소재지도로명주소	소재지(시도)	주차구획수	급지구분	부제시행구분	운영요일	평일운영시작시각	평일운영종료시각	토요일운영시작시각	토요일운영종료시각	공휴일운영시작시각	공휴일운영종료시각	요금정보	주차기본시간	주차기본요금	추가단위시간	추가단위요금	1일주차권요금적용시간	1일주차권요금	월정기권요금	결제방법	특기사항	관리기관명	연락처	위도(WGS84좌표)	경도(WGS84좌표)	데이터기준일자	위도	경도	데이터작성일자	주말운영시작시각	주말운영종료시각	토요일운영종료시각\	1일주차권요금적용시간\	1일주차권	관리기관	경도도(WGS84좌표)
100-4-00064	삼원	민영	노외	서울특별시 종로구 체부동 50	서울특별시 종로구 자하문로5길 12	서울특별시	4	3	미시행	평일+토요일							유료										삼원	02-730-0177			2015-09-31	37.577758939612714	126.97137218397442								
100-4-00065	토속촌(평면식)	민영	노외	서울특별시 종로구 체부동 97	서울특별시 종로구 지하문로 22길	서울특별시	50	3	미시행	평일+토요일							유료										토속촌	02-737-7444			2015-09-31	37.57775169753365	126.97123180993728								
100-4-00066	토속촌(평면식)	민영	노외	서울특별시 종로구 통인동 69-2외1필지	서울특별시 종로구 자하문로8길 8	서울특별시	50	3	미시행	평일+토요일+공휴일							유료										토속촌	02-737-5387			2015-09-31	37.578487199262575	126.97244964739234								
100-4-00067	끄레아	민영	노외	서울특별시 종로구 통의동 77(80)	서울특별시 종로구 삼청로 75	서울특별시	45	3	미시행	평일+토요일+공휴일							유료										끄레아	02-723-1942			2015-09-31	37.58234162412486	126.98156422285278								
100-4-00068	대화	민영	노외	서울특별시 종로구 팔판동 56	서울특별시 종로구 자하문로 309	서울특별시	16	3	미시행	평일+토요일+공휴일							유료										대화	02-738-4074			2015-09-31	37.5992564891367	126.95874904908571								
100-4-00069	석파랑	민영	노외	서울특별시 종로구 홍지동 125	"서울특별시 종로구 화동76-2,80"	서울특별시	17	3	미시행	평일+토요일+공휴일							유료										석파랑	02-394-9311			2015-09-31	37.580975779408526	126.98196306584533								
100-4-00070	푸른기린(삼청주차장)	민영	노외	서울특별시 종로구 삼청동 56	서울특별시 종로구 대학로3길 29 (연지동)	서울특별시	25	3	미시행	평일+토요일+공휴일							유료										푸른기린	02-732-5948			2015-09-31	37.574508017809485	127.00048450540713								
100-4-00071	화동유료주차장	민영	노외	서울특별시 종로구 화동(평면식) 76-2	서울특별시 종로구 종로39길 27	서울특별시	14	3	미시행	평일+토요일+공휴일							유료										화동	02-733-1110			2015-09-31	37.57203196590114	127.00529768746233								
100-4-00072	한국교회100주년기념관	민영	노외	서울특별시 종로구 연지동 135	서울특별시 종로구 대학로 6-1 (효제동)	서울특별시	10	2	미시행	평일+토요일							유료										한국교회	02-741-4370			2015-09-31	37.57166445997686	127.0021054808257								
100-4-00073	금미(철골)	민영	노외	서울특별시 종로구 효제동 174-7	서울특별시 종로구 종로 39길 13	서울특별시	16	2	미시행	평일+토요일+공휴일							유료										금미	02-762-8837			2015-09-31	37.571772452325106	127.0058681872883								
100-4-00074	대신(자주식)	민영	노외	서울특별시 종로구 효제동 175-3외1필지	서울시 종로구 종로 39길 13	서울특별시	44	1	미시행	평일+토요일							유료										대신	02-741-4666			2015-09-31	37.571772452325106	127.0058681872883								
115-2-000001	화곡본-2	공영	노외	서울특별시 강서구 화곡본동 46-127	서울특별시 강서구 초록마을로5길 43 (화곡동)	서울특별시	100	5	미시행	평일	10:00	20:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2607-1570			2016-10-18	37.5443210685	126.848447232								
115-2-000002	화곡2-1	공영	노외	서울특별시 강서구 화곡2동 167-10	서울특별시 강서구 강서로 18아길 26-15 (화곡동)	서울특별시	60	5	미시행	평일	10:00	20:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2607-1419			2016-10-18	37.5360441321	126.852433073								
115-2-000003	화곡3-1	공영	노외	서울특별시 강서구 화곡3동 1045	서울특별시 강서구 화곡로 15길 40 (화곡동)	서울특별시	99	5	미시행	평일	09:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2603-1573			2016-10-18	37.5417690576	126.834729255								
115-2-000004	화곡4-1	공영	노외	서울특별시 강서구 화곡4동 809-26	서울특별시 강서구 곰달래로 54가길 20(화곡동)	서울특별시	138	5	미시행	평일	08:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2645-1574			2016-10-18	37.5299535946	126.838819127								
115-2-000005	화곡5-1	공영	노외	서울특별시 강서구 화곡동 1030-33	서울특별시 강서구 강서로 36길 21 (화곡동)	서울특별시	27	5	미시행	평일	09:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2604-8688			2016-10-18	37.5438701302	126.839920728								
115-2-000006	화곡5-2	공영	노외	서울특별시 강서구 화곡동 1056-2	서울특별시 강서구 강서로 34길 41-21 (화곡동)	서울특별시	25	5	미시행	평일	09:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2604-8688			2016-10-18	37.5443505983	126.840761585								
115-2-000007	화곡5-3	공영	노외	서울특별시 강서구 화곡동 1060-18	서울특별시 강서구 화곡로 27가길 38 (화곡동)	서울특별시	17	5	미시행	평일	09:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2604-8688			2016-10-18	37.5434552111	126.842257137								
115-2-000008	화곡7-1	공영	노외	서울특별시 강서구 화곡1동 370-63	서울특별시 강서구 월정로 32길 68 (화곡동)	서울특별시	86	5	미시행	평일	09:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2699-8671			2016-10-18	37.536015981	126.839154563								
115-2-000009	등촌2-1	공영	노외	서울특별시 강서구 등촌2동 531-5	서울특별시 강서구 등촌로 55길 33-16 (등촌동)	서울특별시	91	5	미시행	평일	09:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2645-1578			2016-10-18	37.5498005347	126.861314284								
115-2-000010	화곡6-1	공영	노외	서울특별시 강서구 화곡6동 1103-6	서울특별시 강서구 우장산로 114 (화곡동)	서울특별시	300	4	미시행	평일+토요일+공휴일	00:00	12:00	00:00	12:00			유료	5	100	5	100	480	5000	70000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2607-9113			2016-10-18	37.5530320035	126.848515604								
115-2-000011	볏골공원	공영	노외	서울특별시 강서구 화곡본동 98-99	서울특별시 강서구 까치산로4길 22 (화곡동)	서울특별시	233	4	미시행	평일+토요일	09:00	19:00	09:00	18:00			유료	5	100	5	100	480	5000	60000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2065-1575			2016-10-18	37.5418145329	126.844324498								
115-2-000012	곰달래문화복지센터	공영	노외	서울특별시 강서구 화곡동 890	서울특별시 강서구 강서로5길 50 (화곡동)	서울특별시	211	4	미시행	평일+토요일	07:00	23:00	09:00	15:00			유료	5	100	5	100	480	5000	80000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2690-2818			2016-10-18	37.5290587125	126.848898973								
115-2-000013	가로공원길지하	공영	노외	서울특별시 강서구 화곡1동 662-15	서울특별시 강서구 가로공원로지하 189	서울특별시	501	4	미시행	평일+토요일	07:00	23:00	09:00	15:00			유료	5	100	5	100	480	5000	60000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2699-0802			2016-10-18	37.5372348352	126.837038383								
115-2-000014	화곡본-1	공영	노외	서울특별시 강서구 화곡본동 56-127	서울특별시 강서구 초록마을로 26길 48 (화곡동)	서울특별시	99	5	미시행	평일	10:00	20:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2065-8751			2016-10-18	37.5397456889	126.849773554								
115-2-000015	화곡1-1	공영	노외	서울특별시 강서구 화곡1동 424-94	서울특별시 강서구 곰달래로 15길 28 (화곡동)	서울특별시	98	5	미시행	평일	09:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2699-3993			2016-10-18	37.5314218597	126.839874929								
115-2-000016	화곡8-1	공영	노외	서울특별시 강서구 화곡8동 410-60	서울특별시 강서구 초록마을로 22길 57-11 (화곡동)	서울특별시	53	5	미시행	평일	10:00	19:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2608-1572			2016-10-18	37.5385119294	126.848839166								
115-2-000017	화곡8-2	공영	노외	서울특별시 강서구 화곡8동 410-4	서울특별시 강서구 초록마을로 126 (화곡동)	서울특별시	84	5	미시행	평일	10:00	20:00					유료	5	50	5	50	480	2000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2607-1571			2016-10-18	37.5376777293	126.850352486								
115-2-000018	까치산시장	공영	노외	서울특별시 강서구 화곡동 342-16	서울특별시 강서구 강서로 12길 14	서울특별시	19	2	미시행	평일+토요일+공휴일	10:00	20:00	10:00	20:00			유료	5	250	5	250	480	10000	60000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2606-4500			2016-10-18	37.5315297272	126.847862178								
115-2-000019	송화시장	공영	노외	서울특별시 강서구 발산1동 720-4	서울특별시 강서구 강서로 263-29	서울특별시	24	2	미시행	평일+토요일+공휴일	10:00	21:00	10:00	21:00			유료	5	250	5	250	480	10000	60000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2696-5225			2016-10-18	37.5492146808	126.834567967								
115-2-000020	남부골목시장	공영	노외	서울특별시 강서구 화곡동 797-7	서울특별시 강서구 곰달래로 55길 4	서울특별시	17	2	미시행	평일+토요일+공휴일	10:00	20:00	10:00	20:00			유료	5	250	5	250	480	10000	60000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2646-5656			2016-10-18	37.532237573	126.86073134								
115-1-000001	화곡1동 배다리서길	공영	노상	서울특별시 강서구 화곡1동 복개도로	서울특별시 강서구 화곡1동 복개도로	서울특별시	295	2	미시행	평일+토요일+공휴일	09:00	19:00	09:00	15:00			유료	5	200	5	200	480	10000	120000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2607-9113			2016-10-18										
115-1-000002	화곡1동 달구지길	공영	노상	서울특별시 강서구 화곡1동 대림아파트 옆	서울특별시 강서구 화곡1동 대림아파트 옆	서울특별시	29	2	미시행	평일+토요일+공휴일	09:00	19:00	09:00	15:00			유료	5	250	5	250	480	10000	120000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2607-9113			2016-10-18										
115-1-000003	"""화곡2,4,8동 배다리동길"""	공영	노상	"""서울특별시 강서구 화곡2,4,8동 복개도로"""	"""서울특별시 강서구 화곡2,4,8동 복개도로"""	서울특별시	397	2	미시행	평일+토요일+공휴일	09:00	19:00	09:00	15:00			유료	5	200	5	200	480	10000	120000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2607-9113			2016-10-18										
115-1-000004	화곡6동 방죽길	공영	노상	서울특별시 강서구 화곡6동 뉴리젠트호텔 후면	서울특별시 강서구 화곡6동 뉴리젠트호텔 후면	서울특별시	67	2	미시행	평일+토요일+공휴일	09:00	19:00	09:00	15:00			유료	5	250	5	250	480	10000	120000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2607-9113			2016-10-18										
115-1-000005	화곡6동 신학대길	공영	노상	서울특별시 강서구 화곡6동 강서구청 후문	서울특별시 강서구 화곡6동 강서구청 후문	서울특별시	62	2	미시행	평일+토요일+공휴일	09:00	19:00	09:00	15:00			유료	5	250	5	250	480	10000	120000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2607-9113			2016-10-18										
115-1-000006	등촌3동 구암길	공영	노상	서울특별시 강서구 등촌3동 그랜드종합상가 후면	서울특별시 강서구 등촌3동 그랜드종합상가 후면	서울특별시	52	2	미시행	평일+토요일+공휴일	09:00	19:00	09:00	15:00			유료	5	250	5	250	480	10000	120000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2607-9113			2016-10-18										
115-1-000007	등촌3동 꿈나무길	공영	노상	서울특별시 강서구 등촌3동 미주진로아파트 후면	서울특별시 강서구 등촌3동 미주진로아파트 후면	서울특별시	59	2	미시행	평일+토요일+공휴일	09:00	19:00	09:00	15:00			유료	5	250	5	250	480	10000	120000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2607-9113			2016-10-18										
115-1-000008	가양3동 황금내공원길	공영	노상	서울특별시 강서구 가양3동 1485(황금내공원길)	서울특별시 강서구 가양3동 1485(황금내공원길)	서울특별시	81	2	미시행	평일+토요일+공휴일	09:00	19:00	09:00	15:00			유료	5	100	5	100	480	5000	50000	"""현금,신용카드"""	"""장애인80퍼센트,경차50퍼센트할인"""	서울특별시 강서구청	02-2607-9113			2016-10-18	37.5632302031	126.859292809								
115-1-000009	방신시장	공영	노상	서울특별시 강서구 방화동 858	서울특별시 강서구 방화동로18길	서울특별시	10	2	미시행	평일+토요일+공휴일	09:00	19:00	09:00	19:00			유료	5	250	5	250	480	10000	60000	"""현금,신용카드"""	"""장애인80퍼센트,경차51퍼센트할인"""	서울특별시 강서구청	02-2666-4080			2016-10-18	37.5720977174	126.813697912								
115-4-000001	지산주차장	민영	노외	서울특별시 강서구 염창동 273-9	서울특별시 강서구 공항대로61길20	서울특별시	20	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	1500	10	500	600	10000	100000	현금		지산주차장	02-3665-3028			2016-10-18	37.55179522	126.865887092								
115-4-000002	등촌네오빌주차장	민영	노외	서울특별시 강서구 등촌1동 653-17		서울특별시	2	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	1500	10	500	600	10000	100000	현금		등촌네오빌주차장				2016-10-18	37.5541218583	126.858395512								
115-4-000003	삼보주차장	민영	노외	서울특별시 강서구 등촌제3동 678-8		서울특별시	32	기타	미시행	평일+토요일	08:00	22:00	08:00	14:00			유료	30	1500	10	500	600	10000	120000	현금		삼보주차장				2016-10-18	37.5615652881	126.839606711								
115-4-000004	까치주차장	민영	노외	서울특별시 강서구 화곡제1동 353-8		서울특별시	14	기타	미시행	평일+토요일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	1500	10	500	600	10000	100000	현금		까치주차장	02-2696-5514			2016-10-18	37.5335587044	126.842309662								
115-4-000005	천지주차장	민영	노외	서울특별시 강서구 화곡제2동 872-1	서울특별시 강서구 곰달래로31가길2	서울특별시	10	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	1500	10	1000	600	12000	100000	현금		천지주차장				2016-10-18	37.5317938061	126.851468465								
115-4-000006	명신주차장	민영	노외	서울특별시 강서구 화곡제2동 872-36	서울특별시 강서구 곰달래로31길10	서울특별시	15	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	1500	10	1000	600	15000	80000	현금		명신주차장				2016-10-18	37.5313252699	126.851455818								
115-4-000007	화곡주차장	민영	노외	서울특별시 강서구 화곡제4동 772-74	서울특별시 강서구 등촌로49-2	서울특별시	17	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	1500	10	500	600	30000	130000	현금		화곡주차장	02-2643-3007			2016-10-18	37.5345471061	126.863274996								
115-4-000008	"""한라주차장,롯데마트"""	민영	노외	서울특별시 강서구 화곡제4동 830-3		서울특별시	18	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	1500	30	1000	600	10000	120000	현금		"""한라주차장,롯데마트"""	02-2644-8969			2016-10-18	37.5331683931	126.858530175								
115-4-000009	화곡주차장	민영	노외	서울특별시 강서구 화곡제8동 338-26		서울특별시	31	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	1500	10	500	600	15000	120000	현금		화곡주차장				2016-10-18	37.5339130644	126.845924893								
115-4-000010	공항웨딩주차장	민영	노외	서울특별시 강서구 발산제1동 655-2		서울특별시	354	기타	미시행	평일+토요일+공휴일	09:00	21:00	09:00	21:00	09:00	21:00	유료	120	0	30	1000	600	10000	80000	현금		공항웨딩주차장	02-2666-3300			2016-10-18	37.5560978484	126.836834344								
115-4-000011	국민주차장	민영	노외	서울특별시 강서구 공항동 22-54		서울특별시	18	기타	미시행	평일+토요일+공휴일	08:00	20:00	09:00	21:00	09:00	21:00	유료	10	500	10	500	600	15000	100000	현금		국민주차장				2016-10-18	37.563888043	126.811545188								
115-4-000012	공항제일주차장	민영	노외	서울특별시 강서구 공항동 36-12	서울특별시 강서구 공항대로15가길14	서울특별시	30	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	1000	30	1000	600	10000	90000	현금		공항제일주차장				2016-10-18	37.5619373103	126.81548887								
115-4-000013	남도주차장	민영	노외	서울특별시 강서구 방화제1동 488-18		서울특별시	70	기타	미시행	평일	08:00	20:00					유료	60	4000	10	1000	600	10000	100000	현금		남도주차장				2016-10-18	37.5733714459	126.810131193								
115-4-000014	용정주차장	민영	노외	서울특별시 강서구 방화제1동 608-9		서울특별시	39	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	60	2000	30	1000	600	8000	70000	현금		용정주차장	02-2664-5519			2016-10-18	37.5652970341	126.816010305								
115-4-000015	공항주차장	민영	노외	서울특별시 강서구 방화제2동 619-1	서울특별시 강서구 개화동로27가길17	서울특별시	34	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	2000	30	1000	600	15000	100000	현금		공항주차장	02-2665-6390			2016-10-18	37.5634269774	126.807231727								
115-4-000016	공항시장주차장	민영	노외	서울특별시 강서구 방화제2동 620-115		서울특별시	15	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	1500	30	1500	600	15000		현금		공항시장주차장				2016-10-18	37.5632735701	126.808191931								
115-4-000017	씨티주차장	민영	노외	서울특별시 강서구 방화제2동 620-191		서울특별시	13	기타	미시행	평일+토요일+공휴일	09:00	00:00	09:00	16:00	09:00	00:00	유료	30	1500	30	1500	600	15000	150000	현금		씨티주차장	02-2661-1233			2016-10-18	37.5625854553	126.808343098								
115-4-000018	청솔주차장	민영	노외	서울특별시 강서구 방화제2동 612-727		서울특별시	6	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	1500	10	500	600	15000	100000	현금		청솔주차장	02-2614-2354			2016-10-18										
115-4-000019	문화주차장	민영	노외	"""서울특별시 강서구 방화제2동 567-2,5"""	서울특별시 강서구 양천로65	서울특별시	252	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	1500	10	500	600	10000		현금		문화주차장				2016-10-18	37.5734306276	126.811077398								
115-4-000020	삼성주차장	민영	노외	서울특별시 강서구 방화제2동 555-13	서울특별시 강서구 양천로10길33	서울특별시	40	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	60	0	10	200	600	10000		현금		삼성주차장				2016-10-18	37.5713550867	126.809054146								
115-4-000021	삼팔주차장	민영	노외	서울특별시 강서구 우장산동 1026-22		서울특별시	11	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	2000	15	1000	600	10000	100000	현금		삼팔주차장				2016-10-18	37.5448259115	126.837809434								
115-4-000022	"""G,S 파크 24 주차장"""	민영	노외	"""서울특별시 강서구 방화제1동 500-7,8"""	서울특별시 강서구 양천로13	서울특별시	110	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	1000	30	1000	600	7000		현금		"""G,S 파크 24 주차장"""	02-3465-3600			2016-10-18	37.5736849854	126.805697454								
115-4-000023	대원주차장	민영	노외	서울특별시 강서구 화곡제3동 1020-19		서울특별시	30	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	30	1500	10	500	600	15000	100000	현금		대원주차장				2016-10-18	37.5439766006	126.836091305								
115-4-000024	더와이즈황병원 주차장	민영	노외	서울특별시 강서구 화곡본동 105-357		서울특별시	15	기타	미시행	평일+토요일+공휴일	07:00	22:00	07:00	22:00	07:00	22:00	유료	60	0	10	200	600	15000	100000	현금		더와이즈황병원 주차장	02-2600-5129			2016-10-18	37.5420172998	126.842319006								
104-1-000001	동서울길 공영	공영	노상	서울특별시 광진구 구의3동 609-1 일대	서울특별시 광진구 구의강변로	서울특별시	67	2	미시행	평일+토요일+공휴일							혼합	5	250					100000			서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.5382618986	127.093269638								
104-1-000002	송림식당길	공영	노상	서울특별시 광진구 자양3동 712 일대	서울특별시 광진구 뚝섬로41길	서울특별시	102	2	미시행	평일+토요일+공휴일							혼합	5	200					90000			서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.5344437813	127.075126025								
104-1-000003	중곡동복개천	공영	노상	서울특별시 광진구 중곡2동 150-196	서울특별시 광진구 긴고랑로	서울특별시	79	2	미시행	평일+토요일+공휴일							혼합	5	200					100000			서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.564644716	127.081363531								
104-1-000004	신성시장길	공영	노상	서울특별시 광진구 중곡4동 453 일대	서울특별시 광진구 영화사로	서울특별시	38	2	미시행	평일+토요일+공휴일							혼합	5	250					100000			서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.5570368683	127.09557013								
104-2-000001	중곡시장주차장	공영	노외	서울특별시 광진구 중곡동 221-15	서울특별시 광진구 긴고랑로11길	서울특별시	19	2	미시행	평일+토요일+공휴일							유료	5	250								서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.5637003604	127.081525491								
104-2-000002	중곡3동 마을공원 공영주차장	공영	노외	서울특별시 광진구 중곡동 195-1	서울특별시 광진구 용마산로33길25	서울특별시	163	5	미시행	평일+토요일+공휴일							유료	5	75								서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.5699186114	127.084683624								
104-2-000003	능동공영주차장	공영	노외	서울특별시 광진구 능동 205	서울특별시 광진구 천호대로112길 56	서울특별시	77	5	미시행	평일+토요일+공휴일							유료	5	75								서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.5540425524	127.080242925								
104-2-000004	구의1동 공영주차장	공영	노외	서울특별시 광진구 구의동 243-78	서울특별시 광진구 자양로18길 78	서울특별시	172	4	미시행	평일+토요일+공휴일							유료	5	150								서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.538269647	127.08786573								
104-2-000005	구의3동 공영주차장	공영	노외	서울특별시 광진구 구의동 219-15	서울특별시 광진구 광나루로52길 83	서울특별시	160	4	미시행	평일+토요일+공휴일							유료	5	150								서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.5391535787	127.091360799								
104-2-000006	아차산 공영주차장	공영	노외	서울특별시 광진구 광장동 369	서울특별시 광진구 영화사로 145	서울특별시	39	3	미시행	평일+토요일+공휴일	08:00	22:00	08:00	22:00	08:00	22:00	유료	5	150								서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.55175664	127.100375279								
104-2-000007	자양전통시장 공영주차장	공영	노외	서울특별시 광진구 자양동 631-18	서울특별시 광진구 자양로13길 59	서울특별시	24	2	미시행	평일+토요일+공휴일							유료	5	250								서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.5337979782	127.081592494								
104-2-000008	자양유수지	공영	노외	서울특별시 광진구 자양동 594	서울특별시 광진구 뚝섬로52길 74	서울특별시	289	5	미시행	평일+토요일+공휴일							유료	5	150								서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.5293858108	127.077528442								
104-2-000009	자양4동 공영	공영	노외	서울특별시 광진구 자양동 5-5	서울특별시 광진구 (도로명주소 없음)	서울특별시	86	2	미시행	평일+토요일+공휴일							유료	5	150					100000			서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.5386790891	127.068187513								
104-2-000010	화양동 공영	공영	노외	서울특별시 광진구 화양동 63-2	서울특별시 광진구 군자로 22	서울특별시	44	4	미시행	평일+토요일+공휴일							유료	5	150					80000			서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.5452978672	127.071180912								
104-2-000011	광진광장공영	공영	노외	서울특별시 광진구 군자동 374	서울특별시 광진구 (도로명주소 없음)	서울특별시	30	2	미시행	평일+토요일+공휴일							유료	5	250					120000			서울특별시  광진구 시설관리공단	02-2049-4540			2015-09-03	37.5476675243	127.074061996								
115-3-000002	구로2동 마을공동	공영	노외	서울특별시 구로구 구로2동 317-187	서울특별시 구로구 구로동로28길 81	서울특별시	81	4	요일제	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	100	5						60000	신용카드 교통카드		서울특별시 구로구 시설관리공단	02-850-0919			2016-05-27	37.491491	126.8883								
115-3-000003	구로3동 마을공동	공영	노외	서울특별시 구로구 구로3동 797-1	서울특별시 구로구 도림로6길 30	서울특별시	20	5	요일제	평일	8:30	18:30					50	5						50000	현금		서울특별시 구로구 시설관리공단	02-850-0919			2016-05-27	37.484981	126.888408								
115-3-000004	신도림역 환승	공영	노외	서울특별시 구로구 구로5동 1-4	서울특별시 구로구 새말로 121-15	서울특별시	66	4	요일제	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	100	5						70000	신용카드 교통카드		서울특별시 구로구 시설관리공단	02-850-0919			2016-05-27	37.507776	126.892163								
115-3-000005	구로아트밸리 지하	공영	노외	서울특별시 구로구 구로5동 102	서울특별시 구로구 가마산로25길 21	서울특별시	245	3	요일제	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	150	5						112000	신용카드 교통카드		서울특별시 구로구 시설관리공단	02-850-0919			2016-05-27	37.497057	126.889559								
115-3-000006	구로5동 마을공동	공영	노외	서울특별시 구로구 구로5동 549-73	서울특별시 구로구 구로5동 549-74	서울특별시	81	4	요일제	평일+토요일+공휴일	0:00	23:59	0:00	23:59	0:00	23:59	100	5						60000	현금		서울특별시 구로구 시설관리공단	02-850-0919			2016-05-27	37.500809	126.886021								
